               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,    train/theta_loss,   metrics/precision,      metrics/recall,    metrics/HBBmAP.5,metrics/HBBmAP.5:.95,        val/box_loss,        val/obj_loss,        val/cls_loss,      val/theta_loss,               x/lr0,               x/lr1,               x/lr2
                 449,            0.081649,            0.022426,           0.0031016,             0.10041,             0.88426,             0.84738,             0.88028,             0.42195,            0.082557,            0.027561,           0.0045067,            0.099703,           0.0066505,           0.0066505,           0.0066505
                 450,            0.080688,            0.022613,           0.0030483,             0.10079,             0.89036,             0.88636,             0.91185,             0.46355,            0.080415,            0.027077,           0.0042694,            0.097704,           0.0066381,           0.0066381,           0.0066381
                 451,            0.082808,            0.024461,           0.0036781,             0.10193,             0.86619,             0.90611,             0.92218,             0.47858,            0.079811,            0.027106,           0.0044281,            0.099213,           0.0066257,           0.0066257,           0.0066257
                 452,            0.082611,            0.022466,           0.0031103,            0.099884,             0.86817,              0.8826,             0.90352,             0.44717,            0.080732,            0.027233,           0.0041809,             0.09861,           0.0066133,           0.0066133,           0.0066133
                 453,            0.081557,            0.023879,           0.0033216,             0.10105,             0.87492,             0.91372,             0.91779,             0.45753,            0.079877,            0.027292,           0.0040759,            0.097007,           0.0066009,           0.0066009,           0.0066009
                 454,            0.082188,            0.023586,            0.003258,             0.10055,             0.90739,             0.90218,             0.91489,             0.47071,            0.078938,            0.027005,           0.0042366,            0.097895,           0.0065885,           0.0065885,           0.0065885
                 455,            0.082168,            0.022596,           0.0030648,            0.099598,             0.90754,             0.90223,             0.92686,             0.47046,            0.079582,            0.027249,           0.0043092,            0.096976,            0.006576,            0.006576,            0.006576
                 456,            0.082292,            0.023394,           0.0032833,            0.099546,             0.92118,             0.94136,             0.95926,             0.49779,            0.079334,            0.027383,           0.0044084,            0.095536,           0.0065636,           0.0065636,           0.0065636
                 457,            0.082346,            0.023682,            0.003297,             0.10071,             0.87672,             0.92425,             0.93116,             0.47894,            0.079578,            0.027408,            0.004361,             0.09591,           0.0065512,           0.0065512,           0.0065512
                 458,             0.08029,            0.022067,           0.0031985,            0.098967,             0.88719,             0.88298,             0.91671,             0.48032,            0.079229,            0.027375,           0.0041596,            0.093854,           0.0065387,           0.0065387,           0.0065387
                 459,            0.082162,            0.023017,            0.002879,            0.098169,             0.91904,             0.88647,             0.92091,             0.48343,            0.079033,            0.027247,           0.0040281,            0.093422,           0.0065263,           0.0065263,           0.0065263
                 460,            0.082801,            0.022412,           0.0032867,            0.098687,             0.91013,             0.91765,             0.94049,             0.49417,            0.078941,            0.027101,           0.0040812,            0.095024,           0.0065138,           0.0065138,           0.0065138
                 461,            0.080819,            0.022086,           0.0031324,              0.1023,             0.90882,             0.87422,             0.92769,             0.49122,            0.079403,             0.02709,           0.0042103,            0.096044,           0.0065013,           0.0065013,           0.0065013
                 462,            0.082749,            0.022852,            0.003488,            0.099233,             0.91602,             0.89808,             0.92035,             0.46492,             0.08006,            0.026873,           0.0040551,            0.095309,           0.0064889,           0.0064889,           0.0064889
                 463,            0.081387,            0.022552,           0.0032011,            0.098318,              0.9133,             0.90186,             0.93434,             0.48448,            0.079907,            0.026743,           0.0041803,            0.093412,           0.0064764,           0.0064764,           0.0064764
                 464,            0.081891,            0.022527,           0.0032743,            0.099616,             0.89001,             0.88634,             0.92776,             0.49191,            0.079168,            0.026728,           0.0043516,            0.093791,           0.0064639,           0.0064639,           0.0064639
                 465,            0.081513,            0.022712,           0.0032932,            0.099854,             0.88856,              0.9213,             0.92773,             0.48475,            0.079334,            0.026608,           0.0042714,             0.09442,           0.0064514,           0.0064514,           0.0064514
                 466,            0.082888,              0.0234,           0.0028918,            0.099046,             0.91873,             0.91004,             0.94639,             0.50144,             0.07882,            0.026669,            0.004175,            0.094549,           0.0064389,           0.0064389,           0.0064389
                 467,            0.081154,            0.022786,           0.0030908,             0.10005,             0.89846,             0.90248,             0.94398,             0.51647,            0.078537,            0.026591,           0.0041466,            0.092564,           0.0064264,           0.0064264,           0.0064264
                 468,            0.082211,            0.023233,           0.0033413,             0.10018,             0.93238,             0.88673,             0.94083,             0.51931,            0.078652,            0.026708,           0.0041649,            0.094113,           0.0064139,           0.0064139,           0.0064139
                 469,            0.081712,             0.02298,           0.0030449,            0.099136,             0.96286,             0.87147,             0.95232,             0.51367,             0.07874,            0.027327,           0.0042369,            0.094291,           0.0064014,           0.0064014,           0.0064014
                 470,            0.081661,            0.022878,           0.0029447,             0.10001,             0.89587,             0.88685,              0.9168,             0.47679,            0.079891,            0.027057,           0.0041192,            0.093566,           0.0063889,           0.0063889,           0.0063889
                 471,            0.082483,            0.023457,           0.0030207,            0.098251,              0.9151,             0.92129,              0.9384,             0.46512,            0.080229,            0.026799,           0.0041656,              0.0934,           0.0063764,           0.0063764,           0.0063764
                 472,            0.080613,             0.02215,           0.0029576,            0.097986,             0.92818,              0.9102,             0.94121,             0.45451,            0.080287,            0.027146,           0.0041064,            0.092693,           0.0063639,           0.0063639,           0.0063639
                 473,            0.081558,            0.022609,           0.0030776,            0.098642,             0.90918,             0.93763,             0.94257,             0.48382,            0.079158,            0.026963,           0.0041717,            0.092808,           0.0063514,           0.0063514,           0.0063514
                 474,            0.081584,             0.02328,           0.0029612,            0.099007,             0.89419,             0.92566,             0.92929,             0.48167,            0.079234,            0.027015,           0.0042639,            0.095622,           0.0063389,           0.0063389,           0.0063389
                 475,            0.081906,            0.023042,           0.0034605,             0.10003,             0.89706,             0.91436,             0.94744,             0.50417,            0.079123,            0.027416,           0.0042886,            0.095349,           0.0063264,           0.0063264,           0.0063264
                 476,            0.081008,            0.022532,           0.0029425,             0.09877,             0.87573,             0.92487,             0.93253,             0.48758,            0.078792,            0.027674,           0.0041679,            0.093906,           0.0063138,           0.0063138,           0.0063138
                 477,             0.08129,            0.022862,           0.0030609,             0.10021,             0.87845,             0.81193,             0.86449,              0.4202,            0.080939,            0.028601,           0.0043701,            0.095604,           0.0063013,           0.0063013,           0.0063013
                 478,            0.081502,            0.021658,           0.0031469,            0.099362,             0.88577,             0.89825,             0.90698,             0.47803,            0.079842,            0.027207,           0.0040301,            0.094382,           0.0062888,           0.0062888,           0.0062888
                 479,            0.081355,            0.023634,            0.003417,            0.099414,             0.91314,             0.86357,              0.9003,             0.49057,            0.079111,            0.027124,           0.0040544,            0.094654,           0.0062762,           0.0062762,           0.0062762
                 480,            0.080165,            0.022603,              0.0031,            0.098095,             0.89711,             0.90623,             0.92413,              0.5096,            0.078888,            0.026918,           0.0043245,            0.094315,           0.0062637,           0.0062637,           0.0062637
                 481,            0.081337,            0.021875,           0.0031322,            0.097711,             0.94607,             0.88948,             0.94227,             0.51244,            0.078542,            0.026661,           0.0041885,            0.094484,           0.0062512,           0.0062512,           0.0062512
                 482,             0.08293,            0.023228,           0.0029594,            0.099087,             0.89665,             0.88959,              0.9161,              0.4744,            0.079641,            0.027004,           0.0043279,            0.095778,           0.0062386,           0.0062386,           0.0062386
                 483,            0.082049,            0.022782,           0.0031759,            0.097168,             0.90036,             0.92109,             0.93596,             0.48609,             0.07933,            0.027016,           0.0042656,            0.094646,           0.0062261,           0.0062261,           0.0062261
                 484,            0.082808,            0.022671,           0.0033409,            0.097891,             0.91762,             0.92569,             0.93593,             0.49025,            0.078949,             0.02665,           0.0039091,            0.092985,           0.0062135,           0.0062135,           0.0062135
                 485,            0.080481,            0.021686,           0.0030886,            0.097898,             0.92282,             0.89085,              0.9344,             0.49595,            0.078748,            0.026712,           0.0038909,            0.091421,            0.006201,            0.006201,            0.006201
                 486,            0.081507,            0.023247,           0.0033412,             0.09801,             0.92706,             0.90886,             0.94634,             0.51697,            0.078444,            0.026776,            0.004045,            0.093521,           0.0061884,           0.0061884,           0.0061884
                 487,            0.081164,            0.022423,           0.0031819,            0.098853,             0.89852,             0.91786,             0.94824,             0.51852,            0.078057,            0.026848,           0.0041296,            0.094042,           0.0061759,           0.0061759,           0.0061759
                 488,            0.081939,             0.02348,           0.0033833,            0.099047,             0.88569,             0.91747,             0.93237,             0.50224,            0.078616,            0.026878,           0.0042012,            0.094762,           0.0061633,           0.0061633,           0.0061633
                 489,            0.080139,            0.023392,           0.0028419,            0.097691,             0.91011,             0.92938,             0.94081,             0.50576,            0.078209,              0.0265,           0.0040253,            0.091773,           0.0061508,           0.0061508,           0.0061508
                 490,            0.080756,            0.022084,           0.0030327,             0.09784,             0.93386,             0.92598,             0.95599,             0.52695,            0.078262,            0.026504,           0.0040383,            0.091779,           0.0061382,           0.0061382,           0.0061382
                 491,            0.082195,            0.021274,           0.0030052,            0.097944,             0.88183,             0.91303,             0.90905,             0.49026,            0.079581,            0.026659,           0.0042027,            0.092875,           0.0061256,           0.0061256,           0.0061256
                 492,            0.080638,            0.022901,            0.003004,            0.097711,             0.91196,             0.90866,             0.94075,             0.47975,            0.079717,             0.02678,           0.0042027,            0.092276,           0.0061131,           0.0061131,           0.0061131
                 493,            0.080491,            0.023597,           0.0030354,            0.097788,             0.92172,             0.91048,             0.94643,              0.4917,             0.07888,            0.026461,           0.0041218,            0.091614,           0.0061005,           0.0061005,           0.0061005
                 494,            0.080976,            0.021789,           0.0028991,            0.097281,             0.88903,             0.93724,             0.95444,             0.52224,            0.078261,            0.026615,           0.0040539,            0.091869,            0.006088,            0.006088,            0.006088
                 495,            0.081435,            0.021817,           0.0028773,            0.097835,             0.91474,             0.92939,             0.95653,             0.49017,            0.079483,            0.026501,           0.0040944,            0.090556,           0.0060754,           0.0060754,           0.0060754
                 496,            0.079755,            0.022097,             0.00284,            0.096718,             0.90977,             0.91411,             0.94625,             0.50473,            0.078697,            0.026311,           0.0041331,            0.090237,           0.0060628,           0.0060628,           0.0060628
                 497,            0.081393,            0.022358,           0.0032166,            0.096522,             0.92101,             0.91033,             0.95378,             0.50257,            0.078467,            0.026537,           0.0040806,             0.09083,           0.0060503,           0.0060503,           0.0060503
                 498,            0.079647,             0.02228,            0.003133,            0.096854,             0.91295,             0.91403,             0.93943,             0.50141,            0.078718,            0.026826,           0.0040701,            0.089974,           0.0060377,           0.0060377,           0.0060377
                 499,            0.080842,            0.022276,           0.0032214,            0.097213,             0.92605,              0.8906,             0.93738,             0.50101,            0.078344,            0.026528,            0.004146,            0.089937,           0.0060251,           0.0060251,           0.0060251
                 500,            0.080925,            0.021418,           0.0027299,            0.095911,             0.94506,             0.89481,             0.95059,             0.51566,            0.078278,            0.026166,           0.0041339,             0.08918,           0.0060126,           0.0060126,           0.0060126
                 501,             0.08063,            0.023372,            0.002911,            0.097089,              0.8801,             0.91798,             0.94247,             0.52401,            0.078088,            0.026366,           0.0041858,            0.090501,               0.006,               0.006,               0.006
                 502,            0.080831,            0.022191,            0.003123,            0.095946,             0.89787,             0.90236,              0.9333,             0.47693,            0.079619,            0.026677,           0.0041544,            0.089598,           0.0059874,           0.0059874,           0.0059874
                 503,            0.080594,            0.022146,           0.0029188,            0.096261,             0.87978,             0.90998,             0.93301,             0.50412,            0.078169,            0.026743,           0.0040599,             0.08895,           0.0059749,           0.0059749,           0.0059749
                 504,            0.080718,            0.022945,           0.0032758,            0.099504,             0.90237,             0.85972,              0.9072,             0.46765,            0.080376,            0.027643,           0.0041325,            0.092352,           0.0059623,           0.0059623,           0.0059623
                 505,            0.080759,            0.022667,            0.002901,            0.096452,              0.8835,             0.91023,             0.93275,             0.52119,            0.078567,            0.026924,           0.0041771,            0.089815,           0.0059497,           0.0059497,           0.0059497
                 506,            0.080611,            0.022439,           0.0031932,            0.096446,             0.93202,              0.8241,             0.91435,              0.4983,            0.078819,            0.027003,           0.0041533,            0.089192,           0.0059372,           0.0059372,           0.0059372
                 507,             0.07925,            0.021903,           0.0029632,            0.096447,             0.85193,             0.89848,             0.92828,               0.505,            0.078356,            0.027595,           0.0040672,            0.089826,           0.0059246,           0.0059246,           0.0059246
                 508,            0.080975,            0.024116,           0.0031522,            0.095705,             0.89589,             0.92522,             0.94241,             0.53222,            0.077484,            0.026652,           0.0041339,             0.09119,            0.005912,            0.005912,            0.005912
                 509,            0.080187,            0.022038,           0.0030162,             0.09591,             0.91407,             0.89049,              0.9311,             0.51747,            0.077934,            0.026651,           0.0041923,            0.091224,           0.0058995,           0.0058995,           0.0058995
                 510,            0.080225,            0.021668,           0.0029895,            0.096564,             0.92659,              0.8906,             0.92354,             0.49391,            0.078427,            0.026454,            0.004017,            0.090977,           0.0058869,           0.0058869,           0.0058869
                 511,            0.080998,            0.022681,           0.0029246,            0.095888,             0.89574,             0.89799,             0.91487,             0.48526,            0.079088,            0.026635,           0.0039617,            0.093069,           0.0058744,           0.0058744,           0.0058744
                 512,            0.081877,            0.021005,           0.0027569,            0.095557,             0.92776,             0.89799,             0.91963,               0.456,            0.080304,            0.026571,           0.0040348,            0.092515,           0.0058618,           0.0058618,           0.0058618
                 513,            0.081307,            0.022194,           0.0029902,            0.096326,             0.90277,             0.89048,              0.9059,             0.44567,            0.080962,            0.026672,           0.0040539,            0.090719,           0.0058492,           0.0058492,           0.0058492
                 514,            0.080698,            0.021427,           0.0030081,            0.095557,             0.95301,             0.90238,             0.94721,               0.503,            0.078682,             0.02613,           0.0039151,            0.089405,           0.0058367,           0.0058367,           0.0058367
                 515,            0.079588,            0.022368,           0.0030786,            0.096611,             0.92861,             0.89462,             0.92476,             0.51802,            0.077838,            0.026085,           0.0039753,            0.089868,           0.0058241,           0.0058241,           0.0058241
                 516,            0.081314,            0.021601,           0.0029036,            0.095427,             0.92959,             0.91396,             0.94367,             0.50138,              0.0781,            0.026154,           0.0039981,            0.088962,           0.0058116,           0.0058116,           0.0058116
                 517,            0.081326,            0.022639,           0.0032159,            0.096899,             0.89513,             0.90974,             0.93363,             0.50428,            0.078109,            0.026453,           0.0039678,            0.089462,            0.005799,            0.005799,            0.005799
                 518,            0.079715,            0.022738,           0.0029074,            0.096615,              0.8751,             0.92961,             0.93931,             0.53355,            0.077753,            0.026495,           0.0041292,            0.089399,           0.0057865,           0.0057865,           0.0057865
                 519,            0.080604,            0.021703,           0.0032132,            0.095303,             0.86556,             0.93599,             0.95017,             0.52739,            0.077706,             0.02627,           0.0041015,             0.08872,           0.0057739,           0.0057739,           0.0057739
                 520,            0.079428,            0.022652,           0.0028861,            0.094958,             0.88738,             0.90105,             0.94004,             0.54187,            0.077472,            0.026322,           0.0040576,            0.089084,           0.0057614,           0.0057614,           0.0057614
                 521,             0.08086,            0.022872,           0.0031342,            0.096492,             0.90592,             0.91411,             0.94143,             0.52184,             0.07808,            0.026362,           0.0040438,            0.091119,           0.0057488,           0.0057488,           0.0057488
                 522,            0.080479,            0.022229,           0.0029065,            0.094757,             0.91326,             0.92929,             0.93844,             0.53857,            0.077862,            0.026176,           0.0040618,            0.090486,           0.0057363,           0.0057363,           0.0057363
                 523,            0.080005,            0.021816,            0.002797,            0.094445,             0.85252,             0.91048,             0.93801,             0.52687,            0.077722,            0.026871,           0.0041883,            0.090934,           0.0057238,           0.0057238,           0.0057238
                 524,            0.079745,            0.021858,           0.0028511,              0.0946,             0.86655,             0.89588,             0.93661,             0.52595,            0.077673,            0.027132,           0.0040741,            0.089928,           0.0057112,           0.0057112,           0.0057112
                 525,            0.080525,            0.022232,           0.0029437,            0.094864,             0.93819,             0.90468,              0.9386,             0.51242,            0.078744,            0.026351,           0.0041573,            0.090823,           0.0056987,           0.0056987,           0.0056987
                 526,            0.080752,            0.021703,           0.0030293,            0.095548,             0.90489,             0.88285,              0.9095,             0.46767,             0.08033,            0.026535,           0.0042006,            0.092266,           0.0056862,           0.0056862,           0.0056862
                 527,            0.080099,            0.022305,           0.0030193,            0.095861,              0.9156,             0.89836,              0.9339,             0.49219,            0.079349,            0.026372,           0.0041852,            0.089846,           0.0056736,           0.0056736,           0.0056736
                 528,            0.078946,            0.022163,           0.0028609,            0.094567,             0.90134,             0.87064,             0.91145,             0.41839,            0.081308,            0.027231,            0.004228,            0.091195,           0.0056611,           0.0056611,           0.0056611
                 529,            0.080549,            0.023665,           0.0032867,            0.095093,             0.89701,              0.8944,             0.92165,             0.43981,            0.080627,            0.027062,           0.0039971,            0.089436,           0.0056486,           0.0056486,           0.0056486
                 530,            0.079944,            0.022166,           0.0027169,            0.093249,             0.92121,             0.88225,             0.93567,             0.42937,            0.080772,            0.027204,           0.0041207,            0.090381,           0.0056361,           0.0056361,           0.0056361
                 531,            0.080925,            0.022237,            0.003157,            0.095545,             0.90487,             0.89836,             0.91804,              0.4702,            0.079721,             0.02648,           0.0040739,            0.087467,           0.0056236,           0.0056236,           0.0056236
                 532,            0.080389,            0.021542,           0.0030885,            0.094169,             0.89908,             0.91411,             0.93644,             0.53327,             0.07741,            0.026064,           0.0041355,            0.088164,           0.0056111,           0.0056111,           0.0056111
                 533,            0.079963,            0.021553,           0.0029161,            0.095043,             0.89844,             0.92974,             0.95398,             0.53711,            0.077584,            0.025941,           0.0039951,             0.08702,           0.0055986,           0.0055986,           0.0055986
                 534,            0.081868,            0.022259,           0.0029383,            0.095241,              0.9394,             0.89085,             0.94711,             0.53784,             0.07784,            0.025988,           0.0040682,            0.087796,           0.0055861,           0.0055861,           0.0055861
                 535,            0.079984,            0.022719,           0.0030758,            0.094284,              0.9161,             0.90636,              0.9343,             0.53097,            0.078279,            0.026183,           0.0041438,            0.088623,           0.0055736,           0.0055736,           0.0055736
                 536,            0.079474,            0.022507,           0.0029294,            0.095456,             0.92357,              0.9217,             0.94591,             0.52363,            0.078386,            0.026179,            0.004146,            0.089882,           0.0055611,           0.0055611,           0.0055611
                 537,            0.080318,            0.022428,           0.0031568,             0.09447,             0.90765,             0.90552,             0.94552,             0.53113,            0.078475,              0.0263,           0.0039455,            0.090014,           0.0055486,           0.0055486,           0.0055486
                 538,            0.079379,            0.021727,           0.0028197,            0.094515,             0.91295,             0.91411,             0.94616,             0.53844,            0.078045,            0.026095,           0.0040402,            0.088239,           0.0055361,           0.0055361,           0.0055361
                 539,             0.08056,            0.020995,           0.0029834,             0.09449,             0.91683,             0.90102,             0.95373,             0.53532,            0.078068,            0.026307,           0.0039274,            0.089025,           0.0055236,           0.0055236,           0.0055236
                 540,            0.080815,            0.021752,           0.0028252,            0.094255,             0.92173,             0.92173,             0.95006,             0.51836,            0.078564,             0.02609,           0.0037984,            0.088185,           0.0055111,           0.0055111,           0.0055111
                 541,            0.079295,             0.02333,           0.0031041,            0.096249,             0.92721,             0.92949,             0.95363,             0.53802,            0.078082,            0.026138,           0.0039124,            0.088453,           0.0054987,           0.0054987,           0.0054987
                 542,            0.080082,            0.022839,           0.0030217,            0.095262,             0.93204,             0.91023,             0.94412,             0.53075,            0.078147,            0.026321,           0.0040551,            0.089116,           0.0054862,           0.0054862,           0.0054862
                 543,            0.079926,            0.023219,           0.0030638,            0.094416,              0.9106,             0.91383,             0.92646,             0.51676,             0.07852,            0.026257,           0.0041357,            0.089381,           0.0054737,           0.0054737,           0.0054737
                 544,            0.079337,            0.021662,           0.0026446,            0.092614,             0.93274,             0.91023,             0.93591,             0.50827,            0.078571,            0.026034,           0.0040028,            0.089643,           0.0054613,           0.0054613,           0.0054613
                 545,             0.07931,            0.021486,           0.0030593,            0.094693,             0.92297,             0.91411,             0.94358,             0.53082,            0.077758,            0.025745,           0.0039348,            0.088938,           0.0054488,           0.0054488,           0.0054488
                 546,            0.079375,            0.021585,           0.0028778,             0.09444,             0.93332,             0.89832,             0.93596,             0.53747,            0.077678,             0.02593,           0.0038866,            0.089222,           0.0054364,           0.0054364,           0.0054364
                 547,            0.078843,            0.021894,           0.0031485,            0.095937,             0.93604,             0.90955,             0.94333,             0.53609,             0.07802,             0.02597,           0.0039422,             0.09019,            0.005424,            0.005424,            0.005424
                 548,            0.079646,            0.022227,           0.0029309,            0.095565,             0.93626,             0.91409,             0.95421,             0.54874,            0.077513,            0.025984,           0.0038585,            0.088737,           0.0054115,           0.0054115,           0.0054115
                 549,            0.081391,            0.022512,           0.0029184,            0.094405,             0.92733,             0.91428,             0.94713,             0.52761,            0.077796,            0.026298,           0.0041125,            0.091063,           0.0053991,           0.0053991,           0.0053991
                 550,            0.079991,            0.022015,           0.0030486,            0.093517,             0.92875,             0.89477,             0.94008,             0.50343,            0.078734,            0.026636,           0.0042668,            0.092134,           0.0053867,           0.0053867,           0.0053867
                 551,            0.079467,            0.021959,           0.0030715,            0.093317,             0.94473,             0.90649,             0.95517,             0.53414,             0.07754,            0.026072,           0.0040149,            0.088278,           0.0053743,           0.0053743,           0.0053743
                 552,            0.079948,            0.021887,           0.0030728,            0.095281,             0.92926,             0.92998,             0.96801,             0.53841,            0.077331,            0.026066,           0.0041363,            0.087476,           0.0053619,           0.0053619,           0.0053619
                 553,            0.078789,            0.021469,           0.0028331,            0.092129,             0.92919,             0.92974,             0.95635,             0.53006,            0.077808,            0.026021,           0.0040655,            0.086252,           0.0053495,           0.0053495,           0.0053495
                 554,            0.079804,            0.021801,           0.0030513,            0.092796,             0.91255,             0.90912,             0.94344,             0.51671,            0.078119,            0.026101,           0.0040654,            0.086701,           0.0053371,           0.0053371,           0.0053371
                 555,            0.080407,            0.021747,           0.0028407,            0.093782,             0.92294,              0.9026,             0.95005,             0.51336,            0.078399,            0.026036,           0.0041985,            0.087176,           0.0053247,           0.0053247,           0.0053247
                 556,            0.080304,            0.022167,           0.0029689,            0.092155,             0.92414,             0.92974,             0.95462,              0.5287,             0.07809,            0.025829,           0.0041504,            0.086297,           0.0053123,           0.0053123,           0.0053123
                 557,            0.080045,            0.022803,           0.0029419,             0.09319,             0.94692,             0.92559,             0.96715,             0.51981,            0.077938,            0.025859,             0.00422,            0.086424,           0.0052999,           0.0052999,           0.0052999
                 558,            0.078971,            0.022043,           0.0028578,            0.092147,             0.92136,             0.92198,             0.94387,             0.51813,            0.078161,            0.025742,           0.0041025,            0.086984,           0.0052875,           0.0052875,           0.0052875
                 559,            0.078871,            0.021993,           0.0027566,             0.09335,             0.90766,             0.94469,             0.96182,             0.53086,            0.077889,            0.025693,           0.0040844,             0.08772,           0.0052752,           0.0052752,           0.0052752
                 560,            0.080406,            0.021057,             0.00267,            0.091755,             0.92297,             0.92149,             0.95882,             0.52345,            0.077816,             0.02592,           0.0040127,            0.087571,           0.0052628,           0.0052628,           0.0052628
                 561,            0.079407,             0.02135,           0.0029157,            0.092717,             0.91825,             0.92561,             0.96317,             0.53689,             0.07723,            0.025835,           0.0040284,            0.086859,           0.0052505,           0.0052505,           0.0052505
                 562,            0.079039,            0.022146,           0.0029846,            0.092521,             0.89104,             0.91811,             0.93595,             0.50312,            0.078117,            0.026496,           0.0039215,            0.087513,           0.0052381,           0.0052381,           0.0052381
                 563,            0.078932,            0.021936,           0.0029681,            0.093602,             0.91736,             0.88272,             0.93521,             0.47364,            0.079868,            0.026927,           0.0040003,            0.090624,           0.0052258,           0.0052258,           0.0052258
                 564,            0.078938,            0.022454,           0.0030735,            0.094205,             0.92178,             0.92586,             0.95196,             0.51373,            0.078098,             0.02603,           0.0039494,            0.088111,           0.0052135,           0.0052135,           0.0052135
                 565,            0.078936,            0.022247,           0.0031732,            0.093502,             0.92531,             0.92598,             0.96454,             0.53334,            0.076969,            0.025628,           0.0040753,            0.088165,           0.0052012,           0.0052012,           0.0052012
                 566,            0.079075,            0.022619,           0.0032239,             0.09297,             0.92753,             0.91502,             0.94783,             0.52547,            0.077136,             0.02581,           0.0041128,            0.088673,           0.0051889,           0.0051889,           0.0051889
                 567,            0.079514,            0.022772,           0.0029395,            0.092883,             0.92101,             0.92948,             0.95617,             0.54101,            0.077764,            0.026213,           0.0040635,            0.088782,           0.0051765,           0.0051765,           0.0051765
                 568,            0.081634,            0.020942,           0.0027245,            0.092627,             0.93498,             0.92078,             0.95793,             0.51339,            0.078818,             0.02661,           0.0041905,            0.090907,           0.0051643,           0.0051643,           0.0051643
                 569,             0.08017,            0.022152,           0.0030997,             0.09192,             0.94228,             0.92145,             0.96229,             0.52465,             0.07805,            0.025715,           0.0042147,            0.090421,            0.005152,            0.005152,            0.005152
                 570,            0.079632,            0.023592,           0.0028986,            0.092826,             0.95272,             0.89473,             0.94841,             0.49808,            0.079098,            0.025782,            0.004197,            0.089165,           0.0051397,           0.0051397,           0.0051397
                 571,            0.078424,            0.021873,           0.0031959,            0.094354,             0.90467,             0.92186,             0.93534,              0.4827,             0.07984,            0.025588,           0.0041567,            0.089303,           0.0051274,           0.0051274,           0.0051274
                 572,            0.078819,            0.021634,           0.0027986,            0.092836,             0.95841,               0.912,             0.95401,             0.52688,            0.077927,            0.025259,           0.0039312,            0.087419,           0.0051152,           0.0051152,           0.0051152
                 573,             0.07753,            0.022433,           0.0030829,            0.092583,             0.95586,             0.93349,             0.97105,              0.5583,            0.076836,            0.025203,            0.003885,            0.086119,           0.0051029,           0.0051029,           0.0051029
                 574,            0.078791,            0.022198,           0.0025211,            0.092069,              0.9473,              0.9241,             0.95593,             0.55582,            0.076908,            0.025154,           0.0038947,            0.086019,           0.0050907,           0.0050907,           0.0050907
                 575,            0.079927,            0.021085,           0.0025212,            0.090707,             0.92673,              0.9333,              0.9569,             0.54504,             0.07687,            0.025254,           0.0038819,            0.085882,           0.0050784,           0.0050784,           0.0050784
                 576,             0.07924,            0.022159,           0.0025928,            0.090659,             0.94998,             0.90671,             0.96217,             0.54069,            0.077248,             0.02545,           0.0039355,            0.086239,           0.0050662,           0.0050662,           0.0050662
                 577,            0.077896,            0.021024,            0.002874,             0.09219,             0.91876,             0.93653,             0.95882,             0.53768,            0.077548,            0.025551,           0.0040351,            0.086784,            0.005054,            0.005054,            0.005054
                 578,            0.076782,            0.021718,           0.0029769,            0.092351,              0.9241,             0.93749,             0.94919,             0.53444,            0.077378,              0.0256,           0.0039261,            0.086395,           0.0050418,           0.0050418,           0.0050418
                 579,            0.078836,            0.023443,           0.0029042,             0.09339,             0.93394,             0.93374,             0.95918,             0.55246,            0.076566,            0.025566,           0.0038526,            0.086021,           0.0050296,           0.0050296,           0.0050296
                 580,            0.078207,            0.022162,           0.0027295,            0.093598,              0.9477,             0.93277,             0.95725,             0.55157,            0.076544,            0.025556,            0.003827,            0.086112,           0.0050174,           0.0050174,           0.0050174
                 581,             0.07842,            0.021692,           0.0030828,             0.09159,             0.93956,             0.92781,             0.95804,              0.5572,            0.076263,            0.025426,           0.0038819,            0.085998,           0.0050052,           0.0050052,           0.0050052
                 582,            0.080225,            0.022412,           0.0028827,            0.093186,             0.94007,             0.94149,             0.96539,              0.5556,            0.076879,            0.025488,           0.0041394,            0.086735,           0.0049931,           0.0049931,           0.0049931
